index,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout,Département,Libellé du département,Nbvoix,%popent,%popvot,Niveau de vie commune
507,15.0,Levi's,W30 | FR 40,Très bon état,,Paris,Carte bancaire,131,"12/28/2023, 10:13:59 PM",75,Paris,298944.0,21.94,40.16,
508,6.0,Kaporal,W32 | FR 42,Très bon état,Coton,Serqueux,Carte bancaire,81,"12/26/2023, 8:43:06 PM",52,Haute-Marne,,,, 19 015   
509,5.0,Zara,M,Neuf sans étiquette,,Carnoux-en-Provence,Carte bancaire,22,"12/26/2023, 9:42:49 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 179   
510,5.0,Uniqlo,W30 | FR 40,Neuf sans étiquette,,Levallois-Perret,Carte bancaire,37,"12/29/2023, 1:02:50 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 29 642   
511,5.0,Bonobo,W38 | FR 48,Très bon état,,Plaisance-du-Touch,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31,Haute-Garonne,167327.0,17.84,34.05, 24 027   
512,5.0,Zara,W28 | FR 38,Bon état,,Lignan-sur-Orb,Carte bancaire,0,"12/29/2023, 12:22:57 PM",34,Hérault,119495.0,14.02,29.759999999999998, 19 843   
513,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
514,5.0,Celio,W34 | FR 44,Très bon état,,Mouzon,Carte bancaire,36,"12/26/2023, 10:00:47 PM",8,Ardennes,16083.0,8.6,19.11, 18 228   
515,5.0,Sixth June,W33 | FR 42,Bon état,,Les Pennes-Mirabeau,Carte bancaire,6,"12/27/2023, 10:53:39 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 033   
516,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,17,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79, 17 391   
517,8.0,Diesel,W34 | FR 44,Bon état,,Bellegarde,Carte bancaire,55,"12/27/2023, 2:20:24 PM",30,Gard,73880.0,13.25,28.74, 18 767   
518,10.0,Levi's,W38 | FR 48,Très bon état,,Le Chambon-Feugerolles,Carte bancaire,24,"12/28/2023, 1:05:01 PM",42,Loire,60447.0,11.71,24.85, 16 851   
519,9.0,Lee Cooper,W34 | FR 44,Très bon état,"Coton, Polyes",Lyon,Carte bancaire,13,"12/28/2023, 4:12:15 PM",69,Rhône,187775.0,15.75,31.479999999999997,
520,10.0,Nike,L,Très bon état,,Saint-Jean-Lasseille,Carte bancaire,26,"12/29/2023, 10:06:33 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 18 959   
521,5.0,Zara,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59,Nord,232470.0,12.77,29.29, 16 860   
522,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Fondettes,Carte bancaire,11,"12/28/2023, 6:08:18 PM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
523,5.0,Jack & Jones,W31 | FR 40,Neuf sans étiquette,,Achicourt,Carte bancaire,10,"12/28/2023, 11:02:03 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 19 146   
524,8.0,G-Star,W32 | FR 42,Très bon état,,Chamalières,Carte bancaire,20,"12/29/2023, 10:06:25 AM",63,Puy-de-Dôme,92396.0,19.66,39.02, 25 765   
525,5.0,BZB,W31 | FR 40,Très bon état,,Charnoz-sur-Ain,Carte bancaire,28,"12/28/2023, 3:35:01 PM",1,Ain,51895.0,11.78,25.04, 24 434   
526,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,1,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
527,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,1,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995, 18 836   
528,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,124,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
529,5.0,Openfield,W36 | FR 46,Très bon état,,Seichamps,Carte bancaire,129,"12/28/2023, 6:50:32 AM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 22 429   
530,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Paris,Carte bancaire,0,"12/29/2023, 1:03:43 PM",75,Paris,298944.0,21.94,40.16,
531,5.0,Kaporal,W30 | FR 40,Très bon état,,Meaux,Carte bancaire,0,"12/29/2023, 1:16:04 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
532,6.0,,W34 | FR 44,Très bon état,,Tourny,Carte bancaire,14,"12/28/2023, 6:19:17 PM",27,Eure,53761.0,12.389999999999999,25.92, 21 250   
533,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Guiler-sur-Goyen,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29,Finistère,118179.0,16.59,32.06, 18 416   
534,12.0,Bershka,W28 | FR 38,Très bon état,,Nice,Carte bancaire,7,"12/29/2023, 12:11:19 PM",6,Alpes-Maritimes,75832.0,9.68,21.81, 18 834   
535,7.0,ICON,W32 | FR 42,Très bon état,,Berre-l'Étang,Carte bancaire,108,"12/27/2023, 10:16:05 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 844   
536,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
537,6.0,Pull & Bear,W36 | FR 46,Neuf sans étiquette,,Villeneuve-sur-Allier,Carte bancaire,48,"12/27/2023, 3:15:09 PM",3,Allier,32573.0,13.0,26.28, 19 169   
538,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Drucat,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80,Somme,52514.0,12.78,26.61, 24 699   
539,8.0,Quiksilver,W36 | FR 46,Très bon état,Coton,Saint-Germain,Carte bancaire,2,"12/26/2023, 8:31:44 AM",7,Ardèche,24851.0,9.68,18.490000000000002, 20 022   
540,5.0,GANT,W32 | FR 42,Neuf sans étiquette,,Chablis,Carte bancaire,2,"12/29/2023, 11:07:39 AM",89,Yonne,29042.0,12.16,24.93, 21 159   
541,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Pardines,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63,Puy-de-Dôme,92396.0,19.66,39.02, 20 721   
542,5.0,Sixth Sense,W48 | FR 58,Bon état,,Blainville-sur-l'Eau,Carte bancaire,7,"12/28/2023, 1:36:41 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
543,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,19,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29, 20 135   
544,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,13,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77, 19 244   
545,5.0,Firetrap,W33 | FR 42,Bon état,,Meaux,Carte bancaire,0,"12/29/2023, 1:11:44 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
546,6.0,Celio,W40 | FR 50,Très bon état,Coton,Saint-Geours-de-Maremne,Carte bancaire,10,"12/28/2023, 2:19:04 PM",40,Landes,55420.0,16.74,31.939999999999998, 20 384   
547,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Guissény,Carte bancaire,45,"12/28/2023, 11:05:33 AM",29,Finistère,118179.0,16.59,32.06, 20 015   
548,10.0,Celio,W33 | FR 42,Neuf avec étiquette,,Meaux,Carte bancaire,1,"12/29/2023, 1:18:58 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
549,5.0,Celio,W33 | FR 42,Très bon état,,Meaux,Carte bancaire,0,"12/29/2023, 1:13:52 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
550,9.0,Lee Cooper,W34 | FR 44,Très bon état,"Coton, Polyes",Lyon,Carte bancaire,13,"12/28/2023, 4:12:15 PM",69,Rhône,187775.0,15.75,31.479999999999997,
551,5.0,Uniqlo,W30 | FR 40,Neuf sans étiquette,,Levallois-Perret,Carte bancaire,37,"12/29/2023, 1:02:50 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 29 642   
552,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,7,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64, 18 378   
553,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Perros-Guirec,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
554,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,5,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998, 19 601   
555,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Fondettes,Carte bancaire,11,"12/28/2023, 6:08:18 PM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
556,10.0,Jack & Jones,W33 | FR 42,Neuf sans étiquette,,Saint-Denis-du-Payré,Carte bancaire,5,"12/29/2023, 12:34:58 PM",85,Vendée,64225.0,11.62,24.23, 19 061   
557,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99, 25 214   
558,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,25,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
559,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,17,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04, 16 360   
560,8.0,NEW Stone,W32 | FR 42,Bon état,,Sornay,Carte bancaire,4,"12/27/2023, 4:28:43 PM",70,Haute-Saône,19043.0,10.69,21.29, 22 921   
561,6.0,Creeks,W36 | FR 46,Très bon état,,Lattes,Carte bancaire,9,"12/28/2023, 2:42:21 PM",34,Hérault,119495.0,14.02,29.759999999999998, 23 171   
562,5.0,Zara,M,Neuf sans étiquette,,Carnoux-en-Provence,Carte bancaire,22,"12/26/2023, 9:42:49 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 179   
563,5.0,Kiabi,W40 | FR 50,Très bon état,,La Bazoge,Carte bancaire,4,"12/29/2023, 10:13:26 AM",50,Manche,48914.0,12.72,25.990000000000002, 16 251   
564,6.0,Kaporal,W32 | FR 42,Très bon état,Coton,Serqueux,Carte bancaire,81,"12/26/2023, 8:43:06 PM",52,Haute-Marne,,,, 19 015   
565,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
566,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,9,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997,
567,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
568,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,17,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79, 17 391   
569,5.0,Sixth June,W33 | FR 42,Bon état,,Les Pennes-Mirabeau,Carte bancaire,6,"12/27/2023, 10:53:39 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 033   
570,10.0,Levi's,W38 | FR 48,Très bon état,,Le Chambon-Feugerolles,Carte bancaire,25,"12/28/2023, 1:05:01 PM",42,Loire,60447.0,11.71,24.85, 16 851   
571,5.0,Celio,W34 | FR 44,Très bon état,,Mouzon,Carte bancaire,36,"12/26/2023, 10:00:47 PM",8,Ardennes,16083.0,8.6,19.11, 18 228   
572,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,6,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75,
573,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Hérouville-Saint-Clair,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14,Calvados,75199.0,14.61,29.09, 16 776   
574,5.0,Jack & Jones,W31 | FR 40,Neuf sans étiquette,,Achicourt,Carte bancaire,10,"12/28/2023, 11:02:03 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 19 146   
575,5.0,RG512,W33 | FR 42,Très bon état,Coton,Brax,Carte bancaire,11,"12/28/2023, 4:59:20 PM",31,Haute-Garonne,167327.0,17.84,34.05, 27 694   
576,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,4,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 23 172   
577,5.0,Bonobo,W38 | FR 48,Très bon état,,Plaisance-du-Touch,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31,Haute-Garonne,167327.0,17.84,34.05, 24 027   
578,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,10,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 15 786   
579,8.0,Diesel,W34 | FR 44,Bon état,,Bellegarde,Carte bancaire,56,"12/27/2023, 2:20:24 PM",30,Gard,73880.0,13.25,28.74, 18 767   
580,5.0,Pull & Bear,W32 | FR 42,Bon état,,Perros-Guirec,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
581,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
582,7.5,Hollister,W28 | FR 38,Très bon état,,Lille,Carte bancaire,0,"12/29/2023, 1:21:35 PM",59,Nord,232470.0,12.77,29.29, 17 842   
583,7.5,Hollister,W28 | FR 38,Très bon état,,Lille,Carte bancaire,0,"12/29/2023, 1:19:09 PM",59,Nord,232470.0,12.77,29.29, 17 842   
584,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,0,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
585,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,1,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 21 026   
586,5.0,Wrangler,W31 | FR 40,Très bon état,"Coton, Polyes",Aveizieux,Carte bancaire,3,"12/29/2023, 12:09:31 PM",42,Loire,60447.0,11.71,24.85, 22 463   
587,5.0,Jack & Jones,W29 | FR 38,Très bon état,,Visan,Carte bancaire,12,"12/27/2023, 12:24:57 PM",84,Vaucluse,49879.0,12.06,26.27, 18 251   
588,5.5,Straight,XXS / 32 / 4,Très bon état,Denim,Chevillon-sur-Huillard,Carte bancaire,0,"12/29/2023, 12:16:55 PM",45,Loiret,55327.0,12.040000000000001,24.99, 22 456   
589,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16,
590,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,61,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04, 32 701   
591,8.0,G-Star,W32 | FR 42,Très bon état,,Chamalières,Carte bancaire,20,"12/29/2023, 10:06:25 AM",63,Puy-de-Dôme,92396.0,19.66,39.02, 25 765   
592,5.0,BZB,W31 | FR 40,Très bon état,,Charnoz-sur-Ain,Carte bancaire,28,"12/28/2023, 3:35:01 PM",1,Ain,51895.0,11.78,25.04, 24 434   
593,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,1,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
594,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,1,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995, 18 836   
595,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,124,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
596,5.0,Openfield,W36 | FR 46,Très bon état,,Seichamps,Carte bancaire,130,"12/28/2023, 6:50:32 AM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 22 429   
597,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Paris,Carte bancaire,0,"12/29/2023, 1:03:43 PM",75,Paris,298944.0,21.94,40.16,
598,5.0,Kaporal,W30 | FR 40,Très bon état,,Meaux,Carte bancaire,0,"12/29/2023, 1:16:04 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
599,6.0,,W34 | FR 44,Très bon état,,Tourny,Carte bancaire,14,"12/28/2023, 6:19:17 PM",27,Eure,53761.0,12.389999999999999,25.92, 21 250   
600,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Guiler-sur-Goyen,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29,Finistère,118179.0,16.59,32.06, 18 416   
601,12.0,Bershka,W28 | FR 38,Très bon état,,Nice,Carte bancaire,8,"12/29/2023, 12:11:19 PM",6,Alpes-Maritimes,75832.0,9.68,21.81, 18 834   
602,7.0,ICON,W32 | FR 42,Très bon état,,Berre-l'Étang,Carte bancaire,108,"12/27/2023, 10:16:05 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 844   
603,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
604,6.0,Pull & Bear,W36 | FR 46,Neuf sans étiquette,,Villeneuve-sur-Allier,Carte bancaire,48,"12/27/2023, 3:15:09 PM",3,Allier,32573.0,13.0,26.28, 19 169   
605,7.0,Wrangler,W30 | FR 40,Neuf sans étiquette,,Drucat,Carte bancaire,12,"12/29/2023, 10:39:34 AM",80,Somme,52514.0,12.78,26.61, 24 699   
606,8.0,Quiksilver,W36 | FR 46,Très bon état,Coton,Saint-Germain,Carte bancaire,2,"12/26/2023, 8:31:44 AM",7,Ardèche,24851.0,9.68,18.490000000000002, 20 022   
607,5.0,GANT,W32 | FR 42,Neuf sans étiquette,,Chablis,Carte bancaire,2,"12/29/2023, 11:07:39 AM",89,Yonne,29042.0,12.16,24.93, 21 159   
608,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Pardines,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63,Puy-de-Dôme,92396.0,19.66,39.02, 20 721   
609,5.0,Sixth Sense,W48 | FR 58,Bon état,,Blainville-sur-l'Eau,Carte bancaire,7,"12/28/2023, 1:36:41 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
610,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,19,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29, 20 135   
611,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,13,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77, 19 244   
612,5.0,Firetrap,W33 | FR 42,Bon état,,Meaux,Carte bancaire,0,"12/29/2023, 1:11:44 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
613,6.0,Celio,W40 | FR 50,Très bon état,Coton,Saint-Geours-de-Maremne,Carte bancaire,10,"12/28/2023, 2:19:04 PM",40,Landes,55420.0,16.74,31.939999999999998, 20 384   
614,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Guissény,Carte bancaire,45,"12/28/2023, 11:05:33 AM",29,Finistère,118179.0,16.59,32.06, 20 015   
615,10.0,Celio,W33 | FR 42,Neuf avec étiquette,,Meaux,Carte bancaire,2,"12/29/2023, 1:18:58 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
616,5.0,Celio,W33 | FR 42,Très bon état,,Meaux,Carte bancaire,1,"12/29/2023, 1:13:52 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 17 599   
617,9.0,Lee Cooper,W34 | FR 44,Très bon état,"Coton, Polyes",Lyon,Carte bancaire,13,"12/28/2023, 4:12:15 PM",69,Rhône,187775.0,15.75,31.479999999999997,
618,5.0,Uniqlo,W30 | FR 40,Neuf sans étiquette,,Levallois-Perret,Carte bancaire,37,"12/29/2023, 1:02:50 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 29 642   
619,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,7,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64, 18 378   
620,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Perros-Guirec,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
621,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,5,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998, 19 601   
622,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Fondettes,Carte bancaire,11,"12/28/2023, 6:08:18 PM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
623,10.0,Jack & Jones,W33 | FR 42,Neuf sans étiquette,,Saint-Denis-du-Payré,Carte bancaire,6,"12/29/2023, 12:34:58 PM",85,Vendée,64225.0,11.62,24.23, 19 061   
624,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99, 25 214   
625,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,25,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
626,8.0,NEW Stone,W32 | FR 42,Bon état,,Sornay,Carte bancaire,4,"12/27/2023, 4:28:43 PM",70,Haute-Saône,19043.0,10.69,21.29, 22 921   
627,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,17,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04, 16 360   
628,6.0,Creeks,W36 | FR 46,Très bon état,,Lattes,Carte bancaire,9,"12/28/2023, 2:42:21 PM",34,Hérault,119495.0,14.02,29.759999999999998, 23 171   
629,5.0,Zara,M,Neuf sans étiquette,,Carnoux-en-Provence,Carte bancaire,22,"12/26/2023, 9:42:49 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 179   
630,5.0,Kiabi,W40 | FR 50,Très bon état,,La Bazoge,Carte bancaire,4,"12/29/2023, 10:13:26 AM",50,Manche,48914.0,12.72,25.990000000000002, 16 251   
631,6.0,Kaporal,W32 | FR 42,Très bon état,Coton,Serqueux,Carte bancaire,81,"12/26/2023, 8:43:06 PM",52,Haute-Marne,,,, 19 015   
632,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
633,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,9,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997,
634,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
635,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,17,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79, 17 391   
636,5.0,Sixth June,W33 | FR 42,Bon état,,Les Pennes-Mirabeau,Carte bancaire,6,"12/27/2023, 10:53:39 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 033   
637,10.0,Levi's,W38 | FR 48,Très bon état,,Le Chambon-Feugerolles,Carte bancaire,25,"12/28/2023, 1:05:01 PM",42,Loire,60447.0,11.71,24.85, 16 851   
638,5.0,Celio,W34 | FR 44,Très bon état,,Mouzon,Carte bancaire,36,"12/26/2023, 10:00:47 PM",8,Ardennes,16083.0,8.6,19.11, 18 228   
639,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,6,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75,
640,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,4,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 23 172   
641,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Hérouville-Saint-Clair,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14,Calvados,75199.0,14.61,29.09, 16 776   
642,5.0,Jack & Jones,W31 | FR 40,Neuf sans étiquette,,Achicourt,Carte bancaire,10,"12/28/2023, 11:02:03 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 19 146   
643,5.0,RG512,W33 | FR 42,Très bon état,Coton,Brax,Carte bancaire,11,"12/28/2023, 4:59:20 PM",31,Haute-Garonne,167327.0,17.84,34.05, 27 694   
644,5.0,Bonobo,W38 | FR 48,Très bon état,,Plaisance-du-Touch,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31,Haute-Garonne,167327.0,17.84,34.05, 24 027   
645,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,10,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 15 786   
646,8.0,Diesel,W34 | FR 44,Bon état,,Bellegarde,Carte bancaire,56,"12/27/2023, 2:20:24 PM",30,Gard,73880.0,13.25,28.74, 18 767   
647,5.0,Pull & Bear,W32 | FR 42,Bon état,,Perros-Guirec,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
648,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
649,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,0,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
650,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,1,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 21 026   
651,5.0,Wrangler,W31 | FR 40,Très bon état,"Coton, Polyes",Aveizieux,Carte bancaire,3,"12/29/2023, 12:09:31 PM",42,Loire,60447.0,11.71,24.85, 22 463   
